ts,arm,queued_due,running,lock_waits,pg_backends
2026-09-09T08:58:13Z,r1,138,7,0,5
2026-09-09T08:58:15Z,r1,139,7,0,5
2026-09-09T08:58:16Z,r1,137,8,0,5
2026-09-09T08:58:18Z,r1,137,8,0,5
2026-09-09T08:58:19Z,r1,136,7,0,5
2026-09-09T08:58:21Z,r1,134,8,0,5
2026-09-09T08:58:22Z,r1,135,7,0,5
2026-09-09T08:58:24Z,r1,132,8,0,5
2026-09-09T08:58:26Z,r1,134,8,0,5
2026-09-09T08:58:27Z,r1,133,8,0,5
2026-09-09T08:58:29Z,r1,133,6,0,5
2026-09-09T08:58:30Z,r1,131,8,0,5
2026-09-09T08:58:32Z,r1,130,7,0,5
2026-09-09T08:58:33Z,r1,128,7,0,5
2026-09-09T08:58:35Z,r1,128,8,0,4
2026-09-09T08:58:36Z,r1,127,8,0,4
2026-09-09T08:58:38Z,r1,125,8,0,4
2026-09-09T08:58:39Z,r1,124,7,0,4
2026-09-09T08:58:41Z,r1,124,7,0,4
2026-09-09T08:58:43Z,r1,123,7,0,4
2026-09-09T08:58:44Z,r1,122,8,0,4
2026-09-09T08:58:46Z,r1,120,8,0,4
2026-09-09T08:58:47Z,r1,120,8,0,3
2026-09-09T08:58:49Z,r1,119,7,0,3
2026-09-09T08:58:50Z,r1,118,8,0,3
2026-09-09T08:58:52Z,r1,117,8,0,3
2026-09-09T08:58:53Z,r1,116,8,0,4
2026-09-09T08:58:55Z,r1,115,7,0,4
2026-09-09T08:58:57Z,r1,112,8,0,4
2026-09-09T08:58:58Z,r1,112,7,0,4
2026-09-09T08:59:00Z,r1,111,8,0,4
2026-09-09T08:59:01Z,r1,110,8,0,5
