ts,arm,queued_due,running,lock_waits,pg_backends
2026-09-09T08:31:32Z,r1,563,8,0,5
2026-09-09T08:31:34Z,r1,563,8,0,5
2026-09-09T08:31:35Z,r1,566,8,0,5
2026-09-09T08:31:37Z,r1,569,8,0,5
2026-09-09T08:31:38Z,r1,571,8,0,5
2026-09-09T08:31:40Z,r1,571,8,0,5
2026-09-09T08:31:42Z,r1,571,5,0,5
2026-09-09T08:31:43Z,r1,569,8,0,5
2026-09-09T08:31:45Z,r1,572,8,0,5
2026-09-09T08:31:46Z,r1,572,7,0,5
2026-09-09T08:31:48Z,r1,571,8,0,5
2026-09-09T08:31:49Z,r1,570,8,0,5
2026-09-09T08:31:51Z,r1,569,7,0,5
2026-09-09T08:31:53Z,r1,571,8,0,5
2026-09-09T08:31:54Z,r1,573,8,0,5
2026-09-09T08:31:56Z,r1,572,8,0,5
2026-09-09T08:31:57Z,r1,571,8,0,4
2026-09-09T08:31:59Z,r1,570,8,0,4
2026-09-09T08:32:00Z,r1,571,8,0,4
2026-09-09T08:32:02Z,r1,572,8,0,4
2026-09-09T08:32:03Z,r1,571,8,0,4
2026-09-09T08:32:05Z,r1,568,7,0,4
2026-09-09T08:32:06Z,r1,567,8,0,4
2026-09-09T08:32:08Z,r1,564,8,0,4
2026-09-09T08:32:10Z,r1,564,8,0,4
2026-09-09T08:32:11Z,r1,564,7,0,4
2026-09-09T08:32:13Z,r1,563,8,0,4
2026-09-09T08:32:14Z,r1,563,7,0,4
2026-09-09T08:32:16Z,r1,562,8,0,4
2026-09-09T08:32:17Z,r1,564,8,0,4
2026-09-09T08:32:19Z,r1,563,8,0,4
2026-09-09T08:32:20Z,r1,565,7,0,4
2026-09-09T08:32:22Z,r1,563,8,0,4
2026-09-09T08:32:23Z,r1,563,7,0,4
2026-09-09T08:32:25Z,r1,563,8,0,4
2026-09-09T08:32:27Z,r1,564,7,0,4
2026-09-09T08:32:28Z,r1,564,8,0,4
2026-09-09T08:32:30Z,r1,564,7,0,4
2026-09-09T08:32:31Z,r1,562,8,0,4
2026-09-09T08:32:33Z,r1,563,7,0,4
2026-09-09T08:32:34Z,r1,563,8,0,4
2026-09-09T08:32:36Z,r1,564,7,0,4
2026-09-09T08:32:37Z,r1,564,8,0,4
2026-09-09T08:32:39Z,r1,562,8,0,4
2026-09-09T08:32:40Z,r1,562,8,0,4
2026-09-09T08:32:42Z,r1,564,7,0,4
2026-09-09T08:32:44Z,r1,563,8,0,4
2026-09-09T08:32:45Z,r1,564,6,0,4
2026-09-09T08:32:47Z,r1,562,8,0,4
2026-09-09T08:32:48Z,r1,562,8,0,4
2026-09-09T08:32:50Z,r1,564,8,0,4
2026-09-09T08:32:51Z,r1,566,8,0,4
2026-09-09T08:32:53Z,r1,568,8,0,4
2026-09-09T08:32:54Z,r1,569,8,0,4
2026-09-09T08:32:56Z,r1,569,8,0,4
2026-09-09T08:32:58Z,r1,570,7,0,3
2026-09-09T08:32:59Z,r1,571,8,0,3
2026-09-09T08:33:01Z,r1,572,12,0,4
2026-09-09T08:33:02Z,r1,570,8,0,4
2026-09-09T08:33:04Z,r1,571,8,0,4
2026-09-09T08:33:05Z,r1,570,7,0,4
2026-09-09T08:33:07Z,r1,571,8,0,4
2026-09-09T08:33:08Z,r1,573,6,0,4
2026-09-09T08:33:10Z,r1,570,8,0,4
2026-09-09T08:33:11Z,r1,571,7,0,4
2026-09-09T08:33:13Z,r1,570,8,0,4
2026-09-09T08:33:15Z,r1,570,7,0,4
2026-09-09T08:33:16Z,r1,572,8,0,4
2026-09-09T08:33:18Z,r1,571,8,0,4
2026-09-09T08:33:19Z,r1,569,8,0,4
2026-09-09T08:33:21Z,r1,567,8,0,4
2026-09-09T08:33:22Z,r1,566,8,0,4
2026-09-09T08:33:24Z,r1,565,8,0,4
2026-09-09T08:33:25Z,r1,564,8,0,4
2026-09-09T08:33:27Z,r1,564,8,0,4
2026-09-09T08:33:29Z,r1,562,8,0,4
2026-09-09T08:33:30Z,r1,563,8,0,4
2026-09-09T08:33:32Z,r1,564,8,0,4
2026-09-09T08:33:33Z,r1,563,7,0,5
2026-09-09T08:33:35Z,r1,562,8,0,4
2026-09-09T08:33:36Z,r1,564,7,0,4
2026-09-09T08:33:38Z,r1,562,8,0,4
2026-09-09T08:33:39Z,r1,564,7,0,4
2026-09-09T08:33:41Z,r1,563,7,0,4
2026-09-09T08:33:42Z,r1,564,6,0,4
2026-09-09T08:33:44Z,r1,563,8,0,4
2026-09-09T08:33:46Z,r1,564,6,0,4
2026-09-09T08:33:47Z,r1,563,8,0,4
2026-09-09T08:33:49Z,r1,564,7,0,4
2026-09-09T08:33:50Z,r1,563,7,0,4
2026-09-09T08:33:52Z,r1,563,8,0,4
2026-09-09T08:33:53Z,r1,564,7,0,4
2026-09-09T08:33:55Z,r1,562,8,0,4
2026-09-09T08:33:56Z,r1,564,8,0,4
2026-09-09T08:33:58Z,r1,564,7,0,4
2026-09-09T08:34:00Z,r1,562,8,0,5
2026-09-09T08:34:01Z,r1,563,8,0,5
2026-09-09T08:34:03Z,r1,563,7,0,5
2026-09-09T08:34:04Z,r1,565,8,0,5
2026-09-09T08:34:06Z,r1,565,8,0,5
2026-09-09T08:34:07Z,r1,567,8,0,5
2026-09-09T08:34:09Z,r1,568,8,0,4
2026-09-09T08:34:10Z,r1,569,8,0,4
2026-09-09T08:34:12Z,r1,571,7,0,3
2026-09-09T08:34:13Z,r1,571,8,0,4
2026-09-09T08:34:15Z,r1,571,6,0,4
2026-09-09T08:34:16Z,r1,570,8,0,4
2026-09-09T08:34:18Z,r1,571,7,0,4
2026-09-09T08:34:20Z,r1,571,8,0,4
2026-09-09T08:34:21Z,r1,571,8,0,4
2026-09-09T08:34:23Z,r1,570,7,0,4
2026-09-09T08:34:24Z,r1,570,8,0,4
2026-09-09T08:34:26Z,r1,568,8,0,4
2026-09-09T08:34:27Z,r1,568,7,0,4
2026-09-09T08:34:29Z,r1,566,8,0,4
2026-09-09T08:34:30Z,r1,566,8,0,4
2026-09-09T08:34:32Z,r1,564,8,0,4
2026-09-09T08:34:33Z,r1,564,6,0,4
2026-09-09T08:34:35Z,r1,561,8,0,4
2026-09-09T08:34:37Z,r1,561,7,0,4
2026-09-09T08:34:38Z,r1,558,8,0,4
2026-09-09T08:34:40Z,r1,557,7,0,4
2026-09-09T08:34:41Z,r1,556,8,0,4
2026-09-09T08:34:43Z,r1,556,7,0,4
2026-09-09T08:34:44Z,r1,556,7,0,4
2026-09-09T08:34:46Z,r1,556,6,0,4
2026-09-09T08:34:47Z,r1,552,8,0,4
2026-09-09T08:34:49Z,r1,552,8,0,4
2026-09-09T08:34:50Z,r1,552,7,0,4
2026-09-09T08:34:52Z,r1,552,7,0,4
2026-09-09T08:34:54Z,r1,551,8,0,4
2026-09-09T08:34:55Z,r1,550,6,0,4
2026-09-09T08:34:57Z,r1,549,8,0,4
2026-09-09T08:34:58Z,r1,551,6,0,4
2026-09-09T08:35:00Z,r1,549,7,0,4
2026-09-09T08:35:01Z,r1,548,7,0,4
2026-09-09T08:35:03Z,r1,549,8,0,4
2026-09-09T08:35:04Z,r1,547,8,0,4
2026-09-09T08:35:06Z,r1,547,6,0,4
2026-09-09T08:35:07Z,r1,546,7,0,4
2026-09-09T08:35:09Z,r1,546,8,0,4
2026-09-09T08:35:11Z,r1,545,8,0,4
2026-09-09T08:35:12Z,r1,542,8,0,4
2026-09-09T08:35:14Z,r1,542,8,0,4
2026-09-09T08:35:15Z,r1,541,8,0,4
2026-09-09T08:35:17Z,r1,541,8,0,4
2026-09-09T08:35:18Z,r1,543,8,0,4
2026-09-09T08:35:20Z,r1,545,8,0,4
2026-09-09T08:35:21Z,r1,546,8,0,4
2026-09-09T08:35:23Z,r1,548,8,0,4
2026-09-09T08:35:25Z,r1,551,8,0,3
2026-09-09T08:35:26Z,r1,555,8,0,3
2026-09-09T08:35:28Z,r1,554,7,0,4
2026-09-09T08:35:29Z,r1,558,8,0,4
2026-09-09T08:35:31Z,r1,558,8,0,4
2026-09-09T08:35:32Z,r1,559,7,0,4
2026-09-09T08:35:34Z,r1,560,7,0,4
2026-09-09T08:35:35Z,r1,558,7,0,4
2026-09-09T08:35:37Z,r1,559,8,0,4
2026-09-09T08:35:38Z,r1,558,8,0,4
2026-09-09T08:35:40Z,r1,558,8,0,4
2026-09-09T08:35:42Z,r1,559,7,0,4
2026-09-09T08:35:43Z,r1,560,12,0,4
2026-09-09T08:35:45Z,r1,560,8,0,4
2026-09-09T08:35:46Z,r1,561,10,0,4
2026-09-09T08:35:48Z,r1,560,8,0,4
2026-09-09T08:35:49Z,r1,559,8,0,4
2026-09-09T08:35:51Z,r1,558,7,0,4
2026-09-09T08:35:52Z,r1,556,8,0,4
2026-09-09T08:35:54Z,r1,554,8,0,4
2026-09-09T08:35:56Z,r1,554,8,0,4
2026-09-09T08:35:57Z,r1,553,8,0,5
2026-09-09T08:35:59Z,r1,553,8,0,4
2026-09-09T08:36:00Z,r1,552,8,0,4
2026-09-09T08:36:02Z,r1,551,8,0,4
2026-09-09T08:36:03Z,r1,553,8,0,4
2026-09-09T08:36:05Z,r1,553,8,0,4
2026-09-09T08:36:06Z,r1,552,7,0,4
2026-09-09T08:36:08Z,r1,551,8,0,4
2026-09-09T08:36:09Z,r1,551,7,0,4
2026-09-09T08:36:11Z,r1,551,8,0,4
2026-09-09T08:36:13Z,r1,550,8,0,4
2026-09-09T08:36:14Z,r1,549,8,0,4
2026-09-09T08:36:16Z,r1,547,7,0,4
2026-09-09T08:36:17Z,r1,546,7,0,4
2026-09-09T08:36:19Z,r1,547,7,0,4
2026-09-09T08:36:20Z,r1,545,8,0,4
2026-09-09T08:36:22Z,r1,544,8,0,4
2026-09-09T08:36:23Z,r1,542,8,0,4
2026-09-09T08:36:25Z,r1,540,8,0,4
2026-09-09T08:36:26Z,r1,539,8,0,4
2026-09-09T08:36:28Z,r1,539,8,0,4
2026-09-09T08:36:30Z,r1,537,8,0,4
2026-09-09T08:36:31Z,r1,536,7,0,4
2026-09-09T08:36:33Z,r1,534,8,0,4
2026-09-09T08:36:34Z,r1,535,8,0,4
2026-09-09T08:36:36Z,r1,538,8,0,4
2026-09-09T08:36:37Z,r1,539,8,0,4
2026-09-09T08:36:39Z,r1,541,8,0,4
2026-09-09T08:36:40Z,r1,543,8,0,4
2026-09-09T08:36:42Z,r1,545,8,0,4
2026-09-09T08:36:44Z,r1,546,8,0,3
2026-09-09T08:36:45Z,r1,547,7,0,3
2026-09-09T08:36:47Z,r1,547,8,0,4
2026-09-09T08:36:48Z,r1,547,6,0,4
2026-09-09T08:36:50Z,r1,547,8,0,4
2026-09-09T08:36:51Z,r1,548,8,0,4
2026-09-09T08:36:53Z,r1,549,8,0,4
2026-09-09T08:36:54Z,r1,550,8,0,4
2026-09-09T08:36:56Z,r1,550,8,0,4
2026-09-09T08:36:58Z,r1,551,7,0,4
2026-09-09T08:36:59Z,r1,550,8,0,4
2026-09-09T08:37:01Z,r1,553,8,0,4
2026-09-09T08:37:02Z,r1,552,8,0,4
2026-09-09T08:37:04Z,r1,552,8,0,4
2026-09-09T08:37:05Z,r1,552,8,0,4
2026-09-09T08:37:07Z,r1,552,6,0,4
2026-09-09T08:37:08Z,r1,551,8,0,4
2026-09-09T08:37:10Z,r1,551,6,0,4
2026-09-09T08:37:11Z,r1,548,8,0,4
2026-09-09T08:37:13Z,r1,548,7,0,4
2026-09-09T08:37:15Z,r1,548,8,0,4
2026-09-09T08:37:16Z,r1,549,8,0,4
2026-09-09T08:37:18Z,r1,549,7,0,4
2026-09-09T08:37:19Z,r1,549,7,0,4
2026-09-09T08:37:21Z,r1,547,8,0,4
2026-09-09T08:37:22Z,r1,547,7,0,5
2026-09-09T08:37:24Z,r1,546,8,0,4
2026-09-09T08:37:25Z,r1,547,8,0,4
2026-09-09T08:37:27Z,r1,545,7,0,4
2026-09-09T08:37:29Z,r1,544,8,0,4
2026-09-09T08:37:30Z,r1,544,8,0,4
2026-09-09T08:37:32Z,r1,545,8,0,4
2026-09-09T08:37:33Z,r1,546,8,0,4
2026-09-09T08:37:35Z,r1,546,8,0,4
2026-09-09T08:37:36Z,r1,543,8,0,4
2026-09-09T08:37:38Z,r1,542,8,0,4
2026-09-09T08:37:39Z,r1,541,7,0,4
2026-09-09T08:37:41Z,r1,539,8,0,4
2026-09-09T08:37:43Z,r1,542,6,0,4
2026-09-09T08:37:44Z,r1,541,8,0,4
2026-09-09T08:37:46Z,r1,542,8,0,4
2026-09-09T08:37:47Z,r1,543,8,0,4
2026-09-09T08:37:49Z,r1,545,8,0,4
2026-09-09T08:37:50Z,r1,546,8,0,4
2026-09-09T08:37:52Z,r1,548,8,0,4
2026-09-09T08:37:53Z,r1,550,8,0,4
2026-09-09T08:37:55Z,r1,552,8,0,4
2026-09-09T08:37:56Z,r1,555,8,0,4
2026-09-09T08:37:58Z,r1,558,8,0,2
2026-09-09T08:38:00Z,r1,558,7,0,4
2026-09-09T08:38:01Z,r1,557,8,0,4
2026-09-09T08:38:03Z,r1,556,8,0,4
2026-09-09T08:38:04Z,r1,558,6,0,4
2026-09-09T08:38:06Z,r1,559,8,0,4
2026-09-09T08:38:07Z,r1,562,6,0,4
2026-09-09T08:38:09Z,r1,558,8,0,4
2026-09-09T08:38:10Z,r1,561,12,0,4
2026-09-09T08:38:12Z,r1,561,7,0,4
2026-09-09T08:38:13Z,r1,561,8,0,4
2026-09-09T08:38:15Z,r1,562,8,0,4
2026-09-09T08:38:17Z,r1,561,8,0,4
2026-09-09T08:38:18Z,r1,558,7,0,4
2026-09-09T08:38:20Z,r1,558,8,0,4
2026-09-09T08:38:21Z,r1,556,8,0,4
2026-09-09T08:38:23Z,r1,556,8,0,4
2026-09-09T08:38:24Z,r1,555,7,0,4
2026-09-09T08:38:26Z,r1,552,7,0,4
2026-09-09T08:38:27Z,r1,553,8,0,4
2026-09-09T08:38:29Z,r1,551,8,0,4
2026-09-09T08:38:30Z,r1,553,8,0,4
2026-09-09T08:38:32Z,r1,552,8,0,4
2026-09-09T08:38:34Z,r1,552,7,0,4
2026-09-09T08:38:35Z,r1,550,8,0,5
2026-09-09T08:38:37Z,r1,550,7,0,5
2026-09-09T08:38:38Z,r1,548,8,0,5
2026-09-09T08:38:40Z,r1,548,7,0,5
2026-09-09T08:38:41Z,r1,546,8,0,5
2026-09-09T08:38:43Z,r1,543,7,0,5
2026-09-09T08:38:44Z,r1,542,8,0,5
2026-09-09T08:38:46Z,r1,540,8,0,5
2026-09-09T08:38:47Z,r1,541,7,0,5
2026-09-09T08:38:49Z,r1,542,8,0,5
2026-09-09T08:38:50Z,r1,539,7,0,5
2026-09-09T08:38:52Z,r1,538,8,0,5
2026-09-09T08:38:54Z,r1,536,8,0,5
2026-09-09T08:38:55Z,r1,537,8,0,5
2026-09-09T08:38:57Z,r1,535,8,0,5
2026-09-09T08:38:58Z,r1,535,5,0,5
2026-09-09T08:39:00Z,r1,534,8,0,5
2026-09-09T08:39:01Z,r1,534,6,0,5
2026-09-09T08:39:03Z,r1,533,8,0,5
2026-09-09T08:39:04Z,r1,533,8,0,5
2026-09-09T08:39:06Z,r1,533,8,0,5
2026-09-09T08:39:08Z,r1,534,8,0,5
2026-09-09T08:39:09Z,r1,535,8,0,4
2026-09-09T08:39:11Z,r1,537,8,0,4
2026-09-09T08:39:12Z,r1,540,8,0,4
2026-09-09T08:39:14Z,r1,541,8,0,3
2026-09-09T08:39:15Z,r1,540,8,0,4
2026-09-09T08:39:17Z,r1,539,8,0,4
2026-09-09T08:39:18Z,r1,540,8,0,4
2026-09-09T08:39:20Z,r1,539,8,0,4
2026-09-09T08:39:21Z,r1,540,7,0,4
2026-09-09T08:39:23Z,r1,537,8,0,4
2026-09-09T08:39:25Z,r1,537,7,0,4
2026-09-09T08:39:26Z,r1,539,8,0,4
2026-09-09T08:39:28Z,r1,538,8,0,4
2026-09-09T08:39:29Z,r1,538,8,0,4
2026-09-09T08:39:31Z,r1,537,7,0,4
2026-09-09T08:39:32Z,r1,534,8,0,4
2026-09-09T08:39:34Z,r1,536,7,0,4
2026-09-09T08:39:35Z,r1,535,8,0,4
2026-09-09T08:39:37Z,r1,534,8,0,4
2026-09-09T08:39:38Z,r1,533,8,0,4
2026-09-09T08:39:40Z,r1,531,7,0,4
2026-09-09T08:39:41Z,r1,528,8,0,4
2026-09-09T08:39:43Z,r1,528,7,0,4
2026-09-09T08:39:45Z,r1,527,8,0,4
2026-09-09T08:39:46Z,r1,528,8,0,4
2026-09-09T08:39:48Z,r1,527,8,0,4
2026-09-09T08:39:49Z,r1,526,8,0,5
2026-09-09T08:39:51Z,r1,528,8,0,5
2026-09-09T08:39:52Z,r1,527,7,0,5
2026-09-09T08:39:54Z,r1,527,8,0,5
2026-09-09T08:39:55Z,r1,527,8,0,5
2026-09-09T08:39:57Z,r1,525,8,0,5
2026-09-09T08:39:59Z,r1,527,8,0,5
2026-09-09T08:40:00Z,r1,527,7,0,5
2026-09-09T08:40:02Z,r1,526,7,0,5
2026-09-09T08:40:03Z,r1,526,8,0,5
2026-09-09T08:40:05Z,r1,526,5,0,5
2026-09-09T08:40:06Z,r1,523,7,0,5
2026-09-09T08:40:08Z,r1,521,8,0,5
2026-09-09T08:40:09Z,r1,520,8,0,5
2026-09-09T08:40:11Z,r1,519,8,0,5
2026-09-09T08:40:12Z,r1,519,7,0,5
2026-09-09T08:40:14Z,r1,518,6,0,5
2026-09-09T08:40:15Z,r1,514,8,0,4
2026-09-09T08:40:17Z,r1,515,6,0,4
2026-09-09T08:40:19Z,r1,512,8,0,4
2026-09-09T08:40:20Z,r1,512,8,0,4
2026-09-09T08:40:22Z,r1,513,8,0,4
2026-09-09T08:40:23Z,r1,513,8,0,4
2026-09-09T08:40:25Z,r1,514,8,0,4
2026-09-09T08:40:26Z,r1,515,8,0,4
2026-09-09T08:40:28Z,r1,515,8,0,3
2026-09-09T08:40:29Z,r1,515,8,0,2
2026-09-09T08:40:31Z,r1,514,7,0,4
2026-09-09T08:40:32Z,r1,512,8,0,4
2026-09-09T08:40:34Z,r1,511,8,0,4
2026-09-09T08:40:36Z,r1,510,8,0,4
2026-09-09T08:40:37Z,r1,510,8,0,4
2026-09-09T08:40:39Z,r1,508,7,0,4
2026-09-09T08:40:40Z,r1,509,7,0,4
2026-09-09T08:40:42Z,r1,506,8,0,4
2026-09-09T08:40:43Z,r1,507,7,0,4
2026-09-09T08:40:45Z,r1,506,8,0,4
2026-09-09T08:40:46Z,r1,507,6,0,5
2026-09-09T08:40:48Z,r1,503,8,0,5
2026-09-09T08:40:50Z,r1,504,6,0,5
2026-09-09T08:40:51Z,r1,503,8,0,5
2026-09-09T08:40:53Z,r1,503,8,0,5
2026-09-09T08:40:54Z,r1,504,8,0,5
2026-09-09T08:40:56Z,r1,502,7,0,5
2026-09-09T08:40:57Z,r1,501,8,0,5
2026-09-09T08:40:59Z,r1,499,8,0,5
2026-09-09T08:41:00Z,r1,501,8,0,6
2026-09-09T08:41:02Z,r1,502,8,0,5
2026-09-09T08:41:03Z,r1,499,8,0,5
2026-09-09T08:41:05Z,r1,500,7,0,5
2026-09-09T08:41:06Z,r1,497,8,0,5
2026-09-09T08:41:08Z,r1,497,7,0,5
2026-09-09T08:41:10Z,r1,497,8,0,5
2026-09-09T08:41:11Z,r1,497,5,0,5
2026-09-09T08:41:13Z,r1,493,7,0,5
2026-09-09T08:41:14Z,r1,494,8,0,5
2026-09-09T08:41:16Z,r1,492,8,0,5
2026-09-09T08:41:17Z,r1,496,8,0,5
2026-09-09T08:41:19Z,r1,496,7,0,6
2026-09-09T08:41:20Z,r1,493,8,0,5
2026-09-09T08:41:22Z,r1,491,7,0,6
2026-09-09T08:41:24Z,r1,489,8,0,5
2026-09-09T08:41:25Z,r1,489,8,0,5
2026-09-09T08:41:27Z,r1,489,8,0,5
2026-09-09T08:41:28Z,r1,486,7,0,5
2026-09-09T08:41:30Z,r1,484,8,0,5
2026-09-09T08:41:31Z,r1,482,8,0,5
2026-09-09T08:41:33Z,r1,481,8,0,5
2026-09-09T08:41:34Z,r1,482,8,0,5
2026-09-09T08:41:36Z,r1,483,8,0,5
2026-09-09T08:41:37Z,r1,483,8,0,4
2026-09-09T08:41:39Z,r1,485,8,0,4
2026-09-09T08:41:41Z,r1,485,8,0,3
2026-09-09T08:41:42Z,r1,486,8,0,3
2026-09-09T08:41:44Z,r1,486,7,0,4
2026-09-09T08:41:45Z,r1,482,8,0,4
2026-09-09T08:41:47Z,r1,482,7,0,4
2026-09-09T08:41:48Z,r1,480,8,0,4
2026-09-09T08:41:50Z,r1,482,8,0,4
2026-09-09T08:41:51Z,r1,482,8,0,4
2026-09-09T08:41:53Z,r1,482,7,0,4
2026-09-09T08:41:54Z,r1,479,7,0,4
2026-09-09T08:41:56Z,r1,477,8,0,4
2026-09-09T08:41:58Z,r1,479,8,0,4
2026-09-09T08:41:59Z,r1,479,7,0,4
2026-09-09T08:42:01Z,r1,478,8,0,4
2026-09-09T08:42:02Z,r1,477,9,0,4
2026-09-09T08:42:04Z,r1,477,7,0,4
2026-09-09T08:42:05Z,r1,477,12,0,4
2026-09-09T08:42:07Z,r1,476,8,0,4
2026-09-09T08:42:08Z,r1,476,8,0,4
2026-09-09T08:42:10Z,r1,474,7,0,4
2026-09-09T08:42:12Z,r1,467,8,0,4
2026-09-09T08:42:13Z,r1,472,7,0,4
2026-09-09T08:42:15Z,r1,473,8,0,4
2026-09-09T08:42:16Z,r1,474,8,0,4
2026-09-09T08:42:18Z,r1,474,8,0,4
2026-09-09T08:42:19Z,r1,474,8,0,4
2026-09-09T08:42:21Z,r1,473,8,0,4
2026-09-09T08:42:22Z,r1,472,8,0,4
2026-09-09T08:42:24Z,r1,472,8,0,4
2026-09-09T08:42:25Z,r1,473,7,0,4
2026-09-09T08:42:27Z,r1,471,8,0,4
2026-09-09T08:42:29Z,r1,471,7,0,4
2026-09-09T08:42:30Z,r1,471,8,0,4
2026-09-09T08:42:32Z,r1,473,7,0,4
2026-09-09T08:42:33Z,r1,474,8,0,4
2026-09-09T08:42:35Z,r1,473,6,0,4
2026-09-09T08:42:36Z,r1,470,8,0,4
2026-09-09T08:42:38Z,r1,468,8,0,4
2026-09-09T08:42:39Z,r1,468,7,0,4
2026-09-09T08:42:41Z,r1,468,7,0,4
2026-09-09T08:42:43Z,r1,466,8,0,4
2026-09-09T08:42:44Z,r1,465,7,0,4
2026-09-09T08:42:46Z,r1,463,8,0,4
2026-09-09T08:42:47Z,r1,463,8,0,4
2026-09-09T08:42:49Z,r1,464,8,0,4
2026-09-09T08:42:50Z,r1,464,8,0,4
2026-09-09T08:42:52Z,r1,465,8,0,4
2026-09-09T08:42:53Z,r1,466,8,0,4
2026-09-09T08:42:55Z,r1,466,8,0,4
2026-09-09T08:42:56Z,r1,466,8,0,3
2026-09-09T08:42:58Z,r1,465,6,0,3
2026-09-09T08:43:00Z,r1,462,8,0,4
2026-09-09T08:43:01Z,r1,461,6,0,4
2026-09-09T08:43:03Z,r1,459,8,0,4
2026-09-09T08:43:04Z,r1,458,8,0,4
2026-09-09T08:43:06Z,r1,456,8,0,4
2026-09-09T08:43:07Z,r1,455,7,0,4
2026-09-09T08:43:09Z,r1,454,8,0,4
2026-09-09T08:43:10Z,r1,454,7,0,4
2026-09-09T08:43:12Z,r1,452,8,0,4
2026-09-09T08:43:14Z,r1,453,6,0,4
2026-09-09T08:43:15Z,r1,451,8,0,4
2026-09-09T08:43:17Z,r1,451,7,0,4
2026-09-09T08:43:18Z,r1,450,8,0,4
2026-09-09T08:43:20Z,r1,448,8,0,4
2026-09-09T08:43:21Z,r1,447,7,0,4
2026-09-09T08:43:23Z,r1,447,7,0,4
2026-09-09T08:43:24Z,r1,445,8,0,4
2026-09-09T08:43:26Z,r1,446,6,0,4
2026-09-09T08:43:27Z,r1,443,8,0,4
2026-09-09T08:43:29Z,r1,445,7,0,4
2026-09-09T08:43:30Z,r1,444,8,0,4
2026-09-09T08:43:32Z,r1,444,7,0,4
2026-09-09T08:43:34Z,r1,444,7,0,4
2026-09-09T08:43:35Z,r1,443,6,0,4
2026-09-09T08:43:37Z,r1,445,8,0,4
2026-09-09T08:43:38Z,r1,445,7,0,4
2026-09-09T08:43:40Z,r1,443,7,0,4
2026-09-09T08:43:41Z,r1,443,8,0,4
2026-09-09T08:43:43Z,r1,441,7,0,5
2026-09-09T08:43:44Z,r1,440,8,0,4
2026-09-09T08:43:46Z,r1,441,7,0,4
2026-09-09T08:43:48Z,r1,443,8,0,4
2026-09-09T08:43:49Z,r1,441,8,0,4
2026-09-09T08:43:51Z,r1,439,8,0,4
2026-09-09T08:43:52Z,r1,437,8,0,4
2026-09-09T08:43:54Z,r1,437,8,0,4
2026-09-09T08:43:55Z,r1,435,7,0,4
2026-09-09T08:43:57Z,r1,434,8,0,4
2026-09-09T08:43:58Z,r1,431,8,0,4
2026-09-09T08:44:00Z,r1,425,8,0,4
2026-09-09T08:44:01Z,r1,431,8,0,4
2026-09-09T08:44:03Z,r1,429,8,0,4
2026-09-09T08:44:05Z,r1,429,8,0,4
2026-09-09T08:44:06Z,r1,430,8,0,4
2026-09-09T08:44:08Z,r1,430,8,0,4
2026-09-09T08:44:09Z,r1,430,8,0,4
2026-09-09T08:44:11Z,r1,430,8,0,3
2026-09-09T08:44:12Z,r1,429,8,0,3
2026-09-09T08:44:14Z,r1,430,7,0,3
2026-09-09T08:44:15Z,r1,430,8,0,3
2026-09-09T08:44:17Z,r1,430,7,0,3
2026-09-09T08:44:19Z,r1,427,7,0,4
